
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)"
="",="tfr",="fr_2024",="fr_2529",="fr_3034",="fr_3539",="fr_4044",="fr_45plus"

="exposure_to_robots",="0.00151*",="0.000565**",="0.00108***",="0.000191",="-0.000273",="-0.000152**",="-0.0000100"
="",="(0.000770)",="(0.000230)",="(0.000314)",="(0.000312)",="(0.000192)",="(0.0000635)",="(0.0000140)"

="interaction3",="-0.0000546*",="-0.0000247***",="-0.0000355**",="-0.00000279",="0.00000932",="0.00000423*",="0.000000455"
="",="(0.0000282)",="(0.00000855)",="(0.0000138)",="(0.0000110)",="(0.00000635)",="(0.00000235)",="(0.000000548)"

="share_pop_2549",="-7.209***",="-3.821***",="-1.745**",="-0.290",="-0.265",="-0.213",="-0.000416"
="",="(2.515)",="(0.465)",="(0.799)",="(0.906)",="(0.467)",="(0.136)",="(0.0158)"

="share_pop_50plus",="-6.194***",="-2.896***",="-1.022*",="-0.574",="-0.656***",="-0.342***",="-0.0461***"
="",="(1.385)",="(0.301)",="(0.534)",="(0.477)",="(0.234)",="(0.0842)",="(0.0133)"

="edu_total_isced58",="0.00409*",="0.00127*",="0.00179*",="0.000505",="0.000320",="-0.0000511",="-0.00000511"
="",="(0.00225)",="(0.000692)",="(0.00104)",="(0.000617)",="(0.000530)",="(0.000182)",="(0.0000351)"

="ratio_edu",="0.371",="0.0339",="-0.0127",="0.178*",="0.123**",="0.0529*",="0.00608"
="",="(0.263)",="(0.100)",="(0.0988)",="(0.0999)",="(0.0487)",="(0.0286)",="(0.00370)"

="ratio_edu_sq",="-0.173",="-0.0176",="0.000145",="-0.0809*",="-0.0533***",="-0.0224*",="-0.00214"
="",="(0.111)",="(0.0429)",="(0.0396)",="(0.0413)",="(0.0200)",="(0.0117)",="(0.00147)"

="ec_active_female",="-0.00170",="-0.000160",="0.0000403",="-0.000907*",="-0.000705***",="-0.000313***",="-0.000000917"
="",="(0.00145)",="(0.000441)",="(0.000761)",="(0.000533)",="(0.000249)",="(0.0000919)",="(0.0000218)"

="N",="440",="440",="440",="440",="440",="440",="440"
="AIC",="-1864.3",="-2942.4",="-2564.1",="-2672.7",="-3157.3",="-4091.9",="-5463.0"
="BIC",="-1831.6",="-2909.7",="-2531.4",="-2640.0",="-3124.6",="-4059.2",="-5430.3"
="ll",="940.1",="1479.2",="1290.0",="1344.3",="1586.6",="2054.0",="2739.5"
="k",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
