
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)"
="",="tfr",="fr_2024",="fr_2529",="fr_3034",="fr_3539",="fr_4044",="fr_45plus"

="exposure_to_robots",="-0.00221**",="-0.00120***",="-0.00136***",="0.000369",="0.0000759",="-0.0000321",="-0.00000120"
="",="(0.000911)",="(0.000339)",="(0.000341)",="(0.000261)",="(0.000261)",="(0.0000703)",="(0.0000101)"

="interaction11",="0.0000289**",="0.0000175***",="0.0000194***",="-0.00000534",="-0.00000255",="-0.000000204",="-1.73e-09"
="",="(0.0000123)",="(0.00000449)",="(0.00000437)",="(0.00000404)",="(0.00000379)",="(0.00000102)",="(0.000000138)"

="share_pop_2549",="2.227*",="-0.0433",="-0.565*",="1.545***",="0.982***",="0.0536",="-0.0157"
="",="(1.198)",="(0.315)",="(0.332)",="(0.362)",="(0.260)",="(0.0698)",="(0.0104)"

="share_pop_50plus",="0.737",="-0.134",="-0.295",="1.075***",="0.127",="-0.167***",="-0.0226***"
="",="(0.604)",="(0.121)",="(0.190)",="(0.189)",="(0.131)",="(0.0518)",="(0.00605)"

="edu_total_isced58",="-0.00102",="-0.000890",="-0.00285***",="0.000308",="0.00175***",="0.000675***",="0.0000723***"
="",="(0.00156)",="(0.000664)",="(0.000779)",="(0.000597)",="(0.000371)",="(0.000137)",="(0.0000206)"

="ratio_edu",="-0.645***",="-0.0742**",="-0.135**",="-0.225***",="-0.128***",="-0.0210",="-0.00262*"
="",="(0.127)",="(0.0351)",="(0.0559)",="(0.0372)",="(0.0326)",="(0.0128)",="(0.00143)"

="ratio_edu_sq",="0.488***",="0.0505**",="0.101***",="0.168***",="0.101***",="0.0185**",="0.00182**"
="",="(0.0714)",="(0.0197)",="(0.0334)",="(0.0228)",="(0.0175)",="(0.00722)",="(0.000856)"

="ec_active_female",="-0.00114",="-0.000414",="0.000952",="-0.000331",="-0.000886*",="-0.000443**",="-0.0000539***"
="",="(0.00213)",="(0.000576)",="(0.000662)",="(0.000798)",="(0.000520)",="(0.000188)",="(0.0000191)"

="N",="680",="680",="680",="680",="680",="680",="680"
="AIC",="-3125.2",="-4707.2",="-4464.2",="-4308.7",="-4977.3",="-6352.0",="-8905.0"
="BIC",="-3089.1",="-4671.1",="-4428.0",="-4272.5",="-4941.1",="-6315.8",="-8868.8"
="ll",="1570.6",="2361.6",="2240.1",="2162.3",="2496.7",="3184.0",="4460.5"
="k",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
