
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)"
="",="tfr",="fr_2024",="fr_2529",="fr_3034",="fr_3539",="fr_4044",="fr_45plus"

="exposure_to_robots",="0.00156",="-0.000653",="0.00118",="0.00137",="0.000625",="0.000164",="-0.00000529"
="",="(0.00191)",="(0.000877)",="(0.000845)",="(0.00109)",="(0.000730)",="(0.000228)",="(0.0000256)"

="interaction5",="0.0000190",="-0.000000226",="-0.000195*",="-0.0000372",="0.000128",="0.0000695*",="0.000000300"
="",="(0.000255)",="(0.000122)",="(0.000104)",="(0.000117)",="(0.000100)",="(0.0000375)",="(0.00000470)"

="share_pop_2549",="-0.651",="-1.311**",="-0.910",="1.476",="1.164",="0.147",="-0.0505*"
="",="(2.139)",="(0.658)",="(0.769)",="(0.931)",="(0.955)",="(0.311)",="(0.0297)"

="share_pop_50plus",="1.956",="-0.104",="0.127",="1.495**",="1.120",="0.119",="-0.0422*"
="",="(1.741)",="(0.504)",="(0.557)",="(0.711)",="(0.777)",="(0.254)",="(0.0248)"

="edu_total_isced58",="0.0000312",="0.000899",="-0.000424",="-0.000503",="-0.000767**",="-0.000122",="0.0000300"
="",="(0.00162)",="(0.000653)",="(0.000472)",="(0.000566)",="(0.000365)",="(0.000119)",="(0.0000184)"

="ratio_edu",="1.011***",="0.175",="0.190",="0.382***",="0.271***",="0.0624**",="-0.000140"
="",="(0.322)",="(0.121)",="(0.127)",="(0.115)",="(0.0993)",="(0.0314)",="(0.00458)"

="ratio_edu_sq",="-0.477***",="-0.0876",="-0.0802",="-0.177***",="-0.132***",="-0.0310**",="-0.000132"
="",="(0.149)",="(0.0539)",="(0.0607)",="(0.0512)",="(0.0456)",="(0.0147)",="(0.00212)"

="ec_active_female",="-0.00270*",="-0.000205",="-0.000941*",="-0.000612",="-0.000687*",="-0.000195",="-0.0000202"
="",="(0.00146)",="(0.000623)",="(0.000535)",="(0.000523)",="(0.000372)",="(0.000127)",="(0.0000189)"

="empl_techn_tot",="0.00358",="0.00345*",="0.00695***",="-0.00116",="-0.00470**",="-0.00195**",="-0.00000794"
="",="(0.00598)",="(0.00194)",="(0.00225)",="(0.00229)",="(0.00202)",="(0.000769)",="(0.000111)"

="N",="700",="700",="700",="700",="700",="700",="700"
="AIC",="-2745.5",="-4085.9",="-4055.4",="-3970.0",="-4315.7",="-5837.8",="-8055.1"
="BIC",="-2704.6",="-4045.0",="-4014.4",="-3929.1",="-4274.8",="-5796.8",="-8014.1"
="ll",="1381.8",="2052.0",="2036.7",="1994.0",="2166.9",="2927.9",="4036.5"
="k",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
