
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)"
="",="tfr",="fr_2024",="fr_2529",="fr_3034",="fr_3539",="fr_4044",="fr_45plus"

="exposure_to_robots",="0.00639*",="0.00296***",="-0.00330**",="0.00279*",="0.00252***",="0.0000365",="0.00000555"
="",="(0.00380)",="(0.00104)",="(0.00154)",="(0.00168)",="(0.000500)",="(0.000159)",="(0.0000313)"

="interaction11",="-0.0000985*",="-0.0000468***",="0.0000460**",="-0.0000397",="-0.0000370***",="-0.00000106",="-0.000000316"
="",="(0.0000566)",="(0.0000167)",="(0.0000233)",="(0.0000258)",="(0.00000731)",="(0.00000280)",="(0.000000531)"

="share_pop_2549",="-7.690***",="-3.333***",="-1.155",="0.374",="-1.767***",="-0.660***",="-0.0881***"
="",="(2.436)",="(0.658)",="(1.198)",="(1.007)",="(0.250)",="(0.109)",="(0.0251)"

="share_pop_50plus",="-5.116***",="-2.454***",="0.223",="0.507",="-1.880***",="-0.607***",="-0.0775***"
="",="(1.360)",="(0.517)",="(0.659)",="(0.662)",="(0.190)",="(0.102)",="(0.0205)"

="edu_total_isced58",="0.00267",="-0.00129",="0.000972",="0.00287***",="0.000431",="-0.000108",="0.0000237"
="",="(0.00310)",="(0.00100)",="(0.00121)",="(0.00104)",="(0.000476)",="(0.000142)",="(0.0000331)"

="ratio_edu",="0.0451",="-0.0414",="-0.207***",="0.128",="0.128*",="0.0206",="0.00469*"
="",="(0.284)",="(0.0510)",="(0.0502)",="(0.133)",="(0.0664)",="(0.0165)",="(0.00257)"

="ratio_edu_sq",="-0.00587",="0.0155",="0.0835***",="-0.0442",="-0.0422*",="-0.00833",="-0.00172*"
="",="(0.103)",="(0.0184)",="(0.0202)",="(0.0493)",="(0.0242)",="(0.00595)",="(0.000982)"

="ec_active_female",="0.00684**",="0.00180*",="0.00522***",="0.000395",="-0.000587*",="0.0000913",="-0.0000228"
="",="(0.00295)",="(0.00102)",="(0.00134)",="(0.00118)",="(0.000355)",="(0.000140)",="(0.0000311)"

="N",="240",="240",="240",="240",="240",="240",="240"
="AIC",="-1046.6",="-1630.5",="-1485.3",="-1486.5",="-1859.4",="-2373.8",="-3125.9"
="BIC",="-1018.7",="-1602.7",="-1457.5",="-1458.7",="-1831.6",="-2345.9",="-3098.1"
="ll",="531.3",="823.3",="750.7",="751.3",="937.7",="1194.9",="1571.0"
="k",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
