
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)"
="",="tfr",="fr_2024",="fr_2529",="fr_3034",="fr_3539",="fr_4044",="fr_45plus"

="exposure_to_robots",="0.0125***",="0.00157",="0.00170",="0.00241",="0.00286",="0.00119*",="0.0000268"
="",="(0.00442)",="(0.00191)",="(0.00229)",="(0.00208)",="(0.00195)",="(0.000649)",="(0.0000632)"

="interaction25",="0.000683*",="0.0000823",="0.000119",="0.000162",="0.0000897",="0.0000385",="0.0000154***"
="",="(0.000349)",="(0.000197)",="(0.000184)",="(0.000141)",="(0.000121)",="(0.0000422)",="(0.00000556)"

="interaction26",="-0.000616***",="-0.000107",="-0.0000784",="-0.000104",="-0.0000938",="-0.0000409",="-0.00000708**"
="",="(0.000220)",="(0.000114)",="(0.000112)",="(0.0000927)",="(0.0000845)",="(0.0000301)",="(0.00000336)"

="share_pop_2549",="0.153",="-1.013",="-0.329",="1.580*",="0.910",="0.0305",="-0.0412"
="",="(1.995)",="(0.701)",="(0.689)",="(0.858)",="(0.913)",="(0.301)",="(0.0290)"

="share_pop_50plus",="2.527",="0.0913",="0.450",="1.577**",="1.002",="0.0637",="-0.0363"
="",="(1.648)",="(0.515)",="(0.502)",="(0.678)",="(0.758)",="(0.247)",="(0.0247)"

="edu_total_isced58",="-0.000139",="0.000920",="-0.000414",="-0.000613",="-0.000838***",="-0.000132",="0.0000334**"
="",="(0.00154)",="(0.000700)",="(0.000548)",="(0.000532)",="(0.000319)",="(0.000129)",="(0.0000157)"

="ratio_edu",="1.058***",="0.217*",="0.242*",="0.370***",="0.235**",="0.0475",="-0.00155"
="",="(0.300)",="(0.122)",="(0.135)",="(0.112)",="(0.0934)",="(0.0326)",="(0.00390)"

="ratio_edu_sq",="-0.505***",="-0.110**",="-0.106",="-0.171***",="-0.115***",="-0.0243",="0.000470"
="",="(0.139)",="(0.0554)",="(0.0646)",="(0.0494)",="(0.0431)",="(0.0153)",="(0.00183)"

="ec_active_female",="-0.00190",="0.0000149",="-0.000577",="-0.000528",="-0.000760**",="-0.000230*",="-0.0000141"
="",="(0.00150)",="(0.000673)",="(0.000663)",="(0.000517)",="(0.000373)",="(0.000127)",="(0.0000171)"

="N",="700",="700",="700",="700",="700",="700",="700"
="AIC",="-2768.2",="-4071.3",="-4026.4",="-3968.9",="-4305.8",="-5822.2",="-8065.1"
="BIC",="-2727.2",="-4030.4",="-3985.4",="-3927.9",="-4264.9",="-5781.3",="-8024.2"
="ll",="1393.1",="2044.7",="2022.2",="1993.5",="2161.9",="2920.1",="4041.6"
="k",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
