
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)"
="",="tfr",="fr_2024",="fr_2529",="fr_3034",="fr_3539",="fr_4044",="fr_45plus"

="exposure_to_robots",="0.00119",="0.000242",="-0.000470",="0.000967*",="0.000395*",="-0.0000831**",="-0.0000299**"
="",="(0.00144)",="(0.000440)",="(0.000499)",="(0.000581)",="(0.000218)",="(0.0000347)",="(0.0000117)"

="interaction5",="-0.000317",="-0.0000383",="-0.0000334",="-0.000219",="-0.0000573",="0.0000166",="0.00000643**"
="",="(0.000360)",="(0.0000970)",="(0.000130)",="(0.000188)",="(0.0000677)",="(0.0000111)",="(0.00000280)"

="share_pop_50plus",="-4.759**",="-1.775***",="-0.895",="0.377",="-1.491***",="-0.516***",="-0.0347"
="",="(1.992)",="(0.571)",="(0.926)",="(1.232)",="(0.382)",="(0.103)",="(0.0262)"

="edu_total_isced58",="0.00185",="-0.00117",="0.000725",="0.00221**",="0.000317",="-0.0000797",="0.0000367"
="",="(0.00305)",="(0.00101)",="(0.00141)",="(0.00111)",="(0.000559)",="(0.000155)",="(0.0000296)"

="ratio_edu",="0.167",="0.0105",="-0.261***",="0.178",="0.174***",="0.0231",="0.00536**"
="",="(0.272)",="(0.0532)",="(0.0573)",="(0.120)",="(0.0641)",="(0.0149)",="(0.00247)"

="ratio_edu_sq",="-0.0523",="-0.00368",="0.103***",="-0.0637",="-0.0593**",="-0.00913*",="-0.00192**"
="",="(0.101)",="(0.0193)",="(0.0242)",="(0.0459)",="(0.0235)",="(0.00536)",="(0.000947)"

="ec_active_female",="0.00731**",="0.00189*",="0.00522***",="0.000683",="-0.000482",="0.0000733",="-0.0000304"
="",="(0.00293)",="(0.00112)",="(0.00133)",="(0.00114)",="(0.000413)",="(0.000136)",="(0.0000296)"

="empl_techn_tot",="0.0162*",="0.00159",="-0.00124",="0.0118***",="0.00355***",="-0.000272",="-0.0000552"
="",="(0.00830)",="(0.00224)",="(0.00380)",="(0.00354)",="(0.00135)",="(0.000463)",="(0.0000901)"

="N",="240",="240",="240",="240",="240",="240",="240"
="AIC",="-1043.1",="-1617.1",="-1483.4",="-1494.3",="-1840.5",="-2378.0",="-3132.6"
="BIC",="-1015.3",="-1589.2",="-1455.6",="-1466.5",="-1812.7",="-2350.2",="-3104.8"
="ll",="529.6",="816.5",="749.7",="755.2",="928.3",="1197.0",="1574.3"
="k",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
