
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)"
="",="tfr",="fr_2024",="fr_2529",="fr_3034",="fr_3539",="fr_4044",="fr_45plus"

="exposure_to_robots",="-0.000145",="0.000314",="0.000269*",="-0.000259",="-0.000290*",="-0.0000667",="-0.00000416"
="",="(0.000525)",="(0.000194)",="(0.000162)",="(0.000183)",="(0.000153)",="(0.0000457)",="(0.00000534)"

="interaction25",="-0.000107***",="-0.0000341***",="-0.0000464***",="-0.00000769",="-0.0000108*",="-0.00000142",="-0.000000301"
="",="(0.0000274)",="(0.0000120)",="(0.00000941)",="(0.00000746)",="(0.00000627)",="(0.00000229)",="(0.000000269)"

="interaction26",="0.0000473**",="0.00000779",="0.0000141**",="0.00000995*",="0.00000962*",="0.00000113",="0.000000208"
="",="(0.0000211)",="(0.00000906)",="(0.00000693)",="(0.00000603)",="(0.00000540)",="(0.00000169)",="(0.000000226)"

="share_pop_2549",="3.067***",="0.190",="-0.218",="1.633***",="1.084***",="0.0654",="-0.0130"
="",="(1.020)",="(0.272)",="(0.298)",="(0.350)",="(0.240)",="(0.0701)",="(0.0105)"

="share_pop_50plus",="1.169**",="-0.0159",="-0.114",="1.121***",="0.179",="-0.160***",="-0.0212***"
="",="(0.526)",="(0.116)",="(0.156)",="(0.184)",="(0.120)",="(0.0501)",="(0.00607)"

="edu_total_isced58",="0.000802",="-0.000366",="-0.00212***",="0.000488",="0.00197***",="0.000705***",="0.0000779***"
="",="(0.00146)",="(0.000615)",="(0.000765)",="(0.000645)",="(0.000349)",="(0.000140)",="(0.0000204)"

="ratio_edu",="-0.559***",="-0.0498",="-0.101**",="-0.216***",="-0.117***",="-0.0195",="-0.00234"
="",="(0.115)",="(0.0362)",="(0.0398)",="(0.0370)",="(0.0296)",="(0.0124)",="(0.00144)"

="ratio_edu_sq",="0.427***",="0.0334",="0.0761***",="0.161***",="0.0933***",="0.0175**",="0.00163*"
="",="(0.0651)",="(0.0205)",="(0.0233)",="(0.0227)",="(0.0159)",="(0.00697)",="(0.000858)"

="ec_active_female",="-0.00282",="-0.000904*",="0.000272",="-0.000491",="-0.00109**",="-0.000471**",="-0.0000590***"
="",="(0.00206)",="(0.000514)",="(0.000662)",="(0.000825)",="(0.000486)",="(0.000189)",="(0.0000197)"

="N",="680",="680",="680",="680",="680",="680",="680"
="AIC",="-3178.4",="-4751.9",="-4526.6",="-4310.1",="-4987.5",="-6351.5",="-8905.4"
="BIC",="-3137.7",="-4711.2",="-4486.0",="-4269.4",="-4946.8",="-6310.8",="-8864.7"
="ll",="1598.2",="2385.0",="2272.3",="2164.1",="2502.8",="3184.8",="4461.7"
="k",="",="",="",="",="",="",=""

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
