DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2006,18700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2007,19900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2008,20600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2009,20600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2010,21400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2011,22400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2012,22700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2013,23500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2014,24700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2015,25000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2016,25500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2017,27400,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2018,27600,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2019,29200,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE80,2020,28900,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2000,27500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2001,28300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2002,27500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2003,28000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2004,28700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2005,29900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2006,31200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2007,33400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2008,34300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2009,32100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2010,35600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2011,38600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2012,39000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2013,39600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2014,41600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2015,39700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2016,46400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2017,46500,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2018,48900,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2019,50100,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE91,2020,47400,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2000,25500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2001,25700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2002,26000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2003,26100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2004,26400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2005,27700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2006,29200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2007,29800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2008,30800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2009,29800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2010,31200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2011,32900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2012,33500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2013,33400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2014,34700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2015,35000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2016,36600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2017,37500,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2018,38600,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2019,40300,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE92,2020,39300,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2000,18200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2001,18400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2002,18400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2003,18400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2004,18800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2005,19000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2006,19800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2007,20800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2008,21200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2009,20700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2010,21500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2011,22800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2012,23700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2013,24400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2014,25500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2015,25900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2016,26200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2017,27200,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2018,28000,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2019,29300,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE93,2020,28600,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2000,22300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2001,22800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2002,22400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2003,22500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2004,23400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2005,23600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2006,24900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2007,26200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2008,27100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2009,26200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2010,27900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2011,29400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2012,30200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2013,30600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2014,31700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2015,32400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2016,33500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2017,34700,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2018,35300,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2019,36800,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DE94,2020,35800,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2000,28200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2001,29300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2002,29500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2003,29800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2004,30700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2005,31000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2006,31900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2007,34100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2008,35600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2009,34100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2010,34700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2011,36000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2012,36000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2013,36500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2014,37800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2015,38400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2016,38900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2017,40500,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2018,41900,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2019,42800,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA1,2020,41700,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2000,29600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2001,30000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2002,31100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2003,30400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2004,31000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2005,30900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2006,32300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2007,34000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2008,34000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2009,33500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2010,34300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2011,35400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2012,35800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2013,36800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2014,38100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2015,39700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2016,40200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2017,41700,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2018,43300,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2019,44100,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA2,2020,43200,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2000,21800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2001,22300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2002,22400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2003,22600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2004,23500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2005,23900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2006,25000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2007,26500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2008,27400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2009,26100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2010,27400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2011,28600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2012,29000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2013,29000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2014,29800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2015,30500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2016,31400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2017,32700,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2018,33500,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2019,34900,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA3,2020,34100,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2000,25100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2001,25300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2002,25300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2003,25300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2004,25700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2005,26400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2006,27300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2007,29100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2008,29600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2009,28500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2010,29400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2011,31300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2012,32000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2013,33000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2014,34500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2015,34900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2016,35900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2017,37000,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2018,38300,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2019,39500,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA4,2020,38300,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2000,22600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2001,22800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2002,23000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2003,23300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2004,24000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2005,24600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2006,25500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2007,27000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2008,27900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2009,26700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2010,28100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2011,29500,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2012,29900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2013,30400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2014,31600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2015,32200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2016,32700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2017,33900,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2018,35200,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2019,36100,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEA5,2020,35100,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2000,21900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2001,21900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2002,22300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2003,22400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2004,23100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2005,23300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2006,24200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2007,25100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2008,25600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2009,24800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2010,26000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2011,27300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2012,27900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2013,28600,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2014,30000,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2015,30800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2016,31300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2017,32700,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2018,33600,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2019,34500,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB1,2020,33700,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2000,19900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2001,20200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2002,20800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2003,21300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2004,21900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2005,21900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2006,22400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2007,23300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2008,23900,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2009,23200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2010,24300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2011,25700,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2012,26200,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2013,27100,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2014,27800,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2015,28400,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2016,29300,
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2017,29800,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2018,30500,e
ESTAT:NAMA_10R_2GDP(1.0),18/04/22 23:00:00,A,EUR_HAB,DEB2,2019,31400,e
