DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2005,51.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2006,51.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2007,51.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2008,50.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2009,51.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2010,50.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2011,51.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2012,53.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2013,52.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2014,52.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2015,54.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2016,54.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2017,55.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2018,56.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2019,56.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2020,56.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU22,2021,61.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,1999,44.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2000,42.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2001,42.5,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2002,42.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2003,44.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2004,43.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2005,45.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2006,45.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2007,43.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2008,43.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2009,45.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2010,47.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2011,46.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2012,46.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2013,47.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2014,49.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2015,51.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2016,51.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2017,51.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2018,52.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2019,51.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2020,50.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU23,2021,54.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,1999,40.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2000,40.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2001,40.5,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2002,41.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2003,43.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2004,42.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2005,42.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2006,43.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2007,43.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2008,42.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2009,43.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2010,44.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2011,45.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2012,45.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2013,45.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2014,47.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2015,49.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2016,49.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2017,51.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2018,53.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2019,51.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2020,50.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU31,2021,54.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,1999,40.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2000,39.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2001,40.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2002,39.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2003,42.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2004,41.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2005,42.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2006,43.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2007,43.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2008,44.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2009,43.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2010,44.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2011,45.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2012,47.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2013,48.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2014,51.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2015,51.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2016,53.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2017,53.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2018,53.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2019,54.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2020,53.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU32,2021,57.7,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,1999,42.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2000,43.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2001,44.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2002,43.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2003,42.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2004,43.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2005,44.7,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2006,45.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2007,45.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2008,45.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2009,45.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2010,47.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2011,46.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2012,48.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2013,49.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2014,50.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2015,52.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2016,53.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2017,53.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2018,54.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2019,54.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2020,53.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,HU33,2021,59.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,1999,45.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2000,47.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2001,47.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2002,49.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2003,50.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2004,50.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2005,53.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2006,54.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2007,58.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2008,59.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2009,57.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2010,56.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE01,2011,56.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,1999,51.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2000,52.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2001,52.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2002,53.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2003,54.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2004,54.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2005,56.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2006,58.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2007,62.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2008,61.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2009,61.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2010,60.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE02,2011,60.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2012,57.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2013,58.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2014,57.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2015,58.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2016,59.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2017,58.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2018,59.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2019,59.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2020,57.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE04,2021,60.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2012,59.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2013,59.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2014,58.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2015,58.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2016,59.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2017,59.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2018,58.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2019,59.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2020,58.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE05,2021,61.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2012,59.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2013,60.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2014,60.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2015,60.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2016,61.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2017,61.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2018,62.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2019,63.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2020,61.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IE06,2021,65.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,1999,78.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2000,79.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2001,78.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2002,78.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2003,78.7,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2004,76.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2005,77.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2006,77.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2007,77.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2008,77.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2009,76.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2010,76.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2011,76.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2012,77.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2013,77.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2014,78.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2015,79.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2016,79.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2017,78.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2018,77.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2019,77.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2020,75.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,IS00,2021,75.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,1999,45.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2000,46.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2001,46.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2002,47.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2003,49.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2004,48.5,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2005,48.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2006,49.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2007,50.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2008,51.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2009,51.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2010,51.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2011,53.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2012,53.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2013,52.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2014,53.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2015,53.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2016,54.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2017,55.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2018,54.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2019,55.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2020,53.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC1,2021,53.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC2,1999,49.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC2,2000,52.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC2,2001,50.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC2,2002,50.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC2,2003,53.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC2,2004,52.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC2,2005,52.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC2,2006,52.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,F,Y15-74,ITC2,2007,53.4,
