DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL43,2015,60.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL43,2016,61.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL43,2017,61.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL43,2018,61.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL43,2019,62.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL43,2020,61.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL43,2021,60.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,1999,58.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2000,57.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2001,56.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2002,57.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2003,57.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2004,58.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2005,57.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2006,57.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2007,57.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2008,56.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2009,57.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2010,58.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2011,57.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2012,56.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2013,56.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2014,57.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2015,57.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2016,58.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2017,58.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2018,57.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2019,58.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2020,56.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL51,2021,56.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,1999,55.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2000,54.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2001,54.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2002,54.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2003,55.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2004,55.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2005,55.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2006,56.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2007,56.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2008,56.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2009,56.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2010,57.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2011,56.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2012,56.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2013,56.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2014,56.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2015,58.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2016,58.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2017,58.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2018,58.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2019,57.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2020,56.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL52,2021,55.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,1999,54.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2000,54.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2001,55.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2002,54.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2003,55.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2004,55.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2005,54.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2006,54.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2007,54.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2008,55.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2009,57.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2010,56.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2011,56.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2012,55.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2013,54.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2014,55.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2015,57.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2016,58.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2017,59.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2018,59.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2019,58.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2020,55.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL53,2021,57.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,1999,54.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2000,55.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2001,53.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2002,54.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2003,55.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2004,56.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2005,54.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2006,56.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2007,56.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2008,57.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2009,58.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2010,58.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2011,56.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2012,56.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2013,56.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2014,56.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2015,55.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2016,56.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2017,56.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2018,55.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2019,55.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2020,54.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL54,2021,50.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,1999,56.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2000,56.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2001,55.5,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2002,55.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2003,56.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2004,59.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2005,58.7,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2006,57.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2007,57.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2008,58.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2009,59.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2010,59.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2011,58.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2012,58.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2013,57.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2014,57.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2015,58.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2016,58.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2017,59.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2018,58.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2019,58.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2020,57.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL61,2021,58.7,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,1999,61.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2000,60.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2001,60.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2002,59.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2003,60.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2004,59.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2005,61.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2006,59.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2007,58.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2008,62.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2009,63.7,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2010,63.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2011,62.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2012,61.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2013,60.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2014,60.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2015,60.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2016,60.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2017,61.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2018,62.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2019,59.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2020,58.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL62,2021,57.0,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,1999,56.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2000,56.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2001,53.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2002,54.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2003,55.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2004,54.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2005,54.6,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2006,54.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2007,55.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2008,55.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2009,56.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2010,57.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2011,56.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2012,56.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2013,56.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2014,56.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2015,58.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2016,59.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2017,59.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2018,58.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2019,57.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2020,56.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL63,2021,57.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,1999,56.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2000,55.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2001,53.5,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2002,54.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2003,57.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2004,54.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2005,57.5,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2006,58.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2007,58.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2008,57.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2009,57.3,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2010,58.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2011,59.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2012,57.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2013,58.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2014,57.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2015,59.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2016,58.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2017,58.6,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2018,58.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2019,58.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2020,58.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL64,2021,58.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,1999,57.4,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2000,60.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2001,57.2,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2002,59.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2003,60.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2004,58.8,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2005,60.1,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2006,61.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2007,62.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2008,62.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2009,63.4,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2010,62.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2011,61.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2012,60.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2013,60.8,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2014,61.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2015,62.1,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2016,60.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2017,61.9,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2018,61.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2019,60.7,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2020,61.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,EL65,2021,61.9,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,ES11,1999,55.0,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,ES11,2000,56.3,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,ES11,2001,54.7,b
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,ES11,2002,55.2,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,ES11,2003,57.5,
ESTAT:LFST_R_LFP2ACTRT(1.0),04/07/22 23:00:00,A,PC,T,Y15-74,ES11,2004,58.8,
