DATAFLOW,LAST UPDATE,freq,age,nace_r1,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO41,2002,297.0,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO41,2003,277.3,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO41,2004,284.1,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO41,2005,280.1,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO41,2006,303.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO41,2007,308.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO41,2008,313.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,1999,317.1,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,2000,308.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,2001,316.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,2002,302.9,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,2003,293.5,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,2004,305.1,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,2005,304.3,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,2006,322.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,2007,326.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,RO42,2008,316.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE11,1999,696.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE11,2000,775.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE11,2001,820.5,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE11,2002,817.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE11,2003,819.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE11,2004,812.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE11,2005,822.1,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE11,2006,836.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE11,2007,855.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE12,1999,475.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE12,2000,478.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE12,2001,495.3,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE12,2002,500.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE12,2003,509.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE12,2004,501.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE12,2005,510.1,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE12,2006,519.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE12,2007,533.1,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE21,1999,233.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE21,2000,218.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE21,2001,239.5,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE21,2002,248.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE21,2003,254.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE21,2004,255.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE21,2005,252.3,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE21,2006,258.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE21,2007,262.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE22,1999,390.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE22,2000,385.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE22,2001,430.0,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE22,2002,439.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE22,2003,443.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE22,2004,439.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE22,2005,449.8,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE22,2006,462.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE22,2007,483.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE23,1999,538.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE23,2000,558.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE23,2001,604.1,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE23,2002,623.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE23,2003,623.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE23,2004,622.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE23,2005,628.7,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE23,2006,651.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE23,2007,666.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE31,1999,263.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE31,2000,248.1,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE31,2001,255.6,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE31,2002,261.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE31,2003,256.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE31,2004,255.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE31,2005,261.9,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE31,2006,260.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE31,2007,266.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE32,1999,129.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE32,2000,120.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE32,2001,125.9,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE32,2002,127.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE32,2003,128.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE32,2004,126.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE32,2005,130.5,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE32,2006,128.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE32,2007,132.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE33,1999,162.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE33,2000,166.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE33,2001,173.5,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE33,2002,168.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE33,2003,172.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE33,2004,175.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE33,2005,177.9,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE33,2006,178.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SE33,2007,181.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI01,2001,216.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI01,2002,218.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI01,2003,222.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI01,2004,232.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI01,2005,234.4,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI01,2006,241.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI01,2007,246.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI02,2001,246.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI02,2002,252.1,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI02,2003,260.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI02,2004,268.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI02,2005,269.9,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI02,2006,279.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SI02,2007,285.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,1999,226.7,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,2000,230.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,2001,220.4,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,2002,221.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,2003,224.8,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,2004,220.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,2005,227.1,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,2006,233.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,2007,240.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK01,2008,245.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,1999,360.8,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,2000,369.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,2001,394.5,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,2002,376.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,2003,386.7,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,2004,389.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,2005,419.7,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,2006,438.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,2007,446.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK02,2008,470.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,1999,269.0,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,2000,264.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,2001,267.1,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,2002,268.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,2003,276.0,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,2004,275.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,2005,285.2,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,2006,299.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,2007,294.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK03,2008,303.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,1999,294.7,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,2000,294.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,2001,313.4,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,2002,295.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,2003,316.4,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,2004,302.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,2005,309.0,b
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,2006,329.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,2007,343.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,SK04,2008,348.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR10,2006,2205.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR10,2007,2271.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR10,2008,2320.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR21,2006,250.1,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR21,2007,237.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR21,2008,243.1,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR22,2006,203.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR22,2007,221.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR22,2008,221.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR31,2006,614.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR31,2007,710.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR31,2008,704.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR32,2006,388.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR32,2007,436.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR32,2008,462.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR33,2006,350.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR33,2007,338.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR33,2008,330.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR41,2006,433.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR41,2007,429.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR41,2008,503.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR42,2006,410.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR42,2007,422.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR42,2008,456.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR51,2006,897.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR51,2007,927.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR51,2008,974.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR52,2006,288.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR52,2007,306.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR52,2008,319.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR61,2006,489.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR61,2007,494.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR61,2008,480.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR62,2006,523.1,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR62,2007,543.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR62,2008,516.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR63,2006,321.2,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR63,2007,315.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR63,2008,313.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR71,2006,177.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR71,2007,190.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR71,2008,190.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR72,2006,285.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR72,2007,277.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR72,2008,263.3,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR81,2006,149.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR81,2007,132.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR81,2008,126.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR82,2006,88.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR82,2007,90.6,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR82,2008,94.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR83,2006,349.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR83,2007,375.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR83,2008,349.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR90,2006,367.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR90,2007,374.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TR90,2008,377.5,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRA1,2006,132.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRA1,2007,135.9,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRA1,2008,137.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRA2,2006,110.7,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRA2,2007,87.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRA2,2008,77.4,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRB1,2006,177.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRB1,2007,185.8,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRB1,2008,199.0,
ESTAT:LFST_R_LFE2EN1(1.0),04/03/22 23:00:00,A,Y15-64,G-Q,T,THS,TRB2,2006,131.9,
